rownames,year,age,race,sex,educ,relactiv,pid,abortion
57542,2014,69.0,White,Female,16.0,3.0,4.0,1.0
57543,2014,38.0,White,Male,17.0,1.0,2.0,1.0
57544,2014,63.0,White,Male,16.0,4.0,3.0,1.0
57545,2014,43.0,White,Male,19.0,5.0,5.0,1.0
57546,2014,31.0,White,Male,12.0,1.0,3.0,1.0
57549,2014,54.0,White,Female,18.0,3.0,2.0,1.0
57550,2014,38.0,White,Male,16.0,3.0,2.0,1.0
57551,2014,47.0,White,Female,18.0,3.0,1.0,1.0
57552,2014,54.0,Other,Female,16.0,1.0,1.0,1.0
57553,2014,25.0,White,Male,16.0,1.0,0.0,1.0
57555,2014,54.0,White,Female,18.0,1.0,0.0,1.0
57556,2014,57.0,White,Female,18.0,1.0,1.0,1.0
57558,2014,66.0,White,Male,12.0,1.0,0.0,1.0
57559,2014,69.0,White,Male,12.0,5.0,0.0,1.0
57560,2014,50.0,Other,Female,17.0,1.0,3.0,1.0
57561,2014,65.0,Other,Female,13.0,1.0,3.0,1.0
57562,2014,74.0,White,Male,19.0,1.0,0.0,1.0
57563,2014,68.0,White,Male,16.0,1.0,5.0,1.0
57564,2014,65.0,White,Male,18.0,1.0,4.0,1.0
57565,2014,54.0,White,Male,16.0,1.0,2.0,1.0
57568,2014,40.0,Other,Female,16.0,1.0,4.0,1.0
57569,2014,71.0,Other,Male,16.0,3.0,4.0,1.0
57571,2014,58.0,Other,Female,16.0,1.0,0.0,1.0
57572,2014,37.0,Black,Female,15.0,1.0,3.0,1.0
57573,2014,51.0,Black,Female,15.0,6.0,2.0,1.0
57574,2014,60.0,Other,Female,17.0,3.0,0.0,1.0
57575,2014,34.0,Black,Female,13.0,9.0,0.0,1.0
57578,2014,68.0,Black,Female,14.0,6.0,0.0,1.0
57579,2014,32.0,Black,Male,13.0,2.0,2.0,1.0
57580,2014,74.0,White,Female,12.0,1.0,6.0,1.0
57583,2014,37.0,Black,Female,16.0,1.0,1.0,1.0
57584,2014,50.0,White,Male,14.0,1.0,1.0,1.0
57585,2014,63.0,White,Male,12.0,1.0,0.0,1.0
57589,2014,21.0,Other,Male,12.0,4.0,0.0,1.0
57591,2014,40.0,Other,Male,12.0,3.0,0.0,1.0
57592,2014,28.0,White,Male,17.0,1.0,0.0,1.0
57595,2014,41.0,White,Female,6.0,1.0,3.0,1.0
57596,2014,29.0,Other,Male,18.0,2.0,4.0,1.0
57597,2014,22.0,White,Male,11.0,3.0,2.0,1.0
57598,2014,33.0,Other,Female,12.0,1.0,4.0,1.0
57599,2014,42.0,White,Female,17.0,4.0,1.0,1.0
57600,2014,29.0,White,Male,16.0,1.0,1.0,1.0
57602,2014,44.0,White,Male,20.0,4.0,2.0,1.0
57603,2014,61.0,White,Male,12.0,2.0,1.0,1.0
57605,2014,30.0,White,Female,16.0,1.0,3.0,1.0
57608,2014,37.0,White,Female,15.0,1.0,3.0,1.0
57609,2014,70.0,White,Male,16.0,1.0,1.0,1.0
57610,2014,64.0,White,Female,16.0,3.0,6.0,1.0
57611,2014,76.0,White,Female,18.0,1.0,0.0,1.0
57613,2014,50.0,White,Male,17.0,3.0,1.0,1.0
57614,2014,38.0,Other,Female,16.0,3.0,4.0,1.0
57615,2014,77.0,Other,Female,16.0,1.0,1.0,1.0
57616,2014,49.0,Other,Female,12.0,5.0,3.0,1.0
57621,2014,49.0,White,Female,16.0,3.0,3.0,1.0
57623,2014,68.0,White,Female,13.0,8.0,4.0,0.0
57625,2014,53.0,White,Male,12.0,2.0,5.0,1.0
57628,2014,30.0,White,Female,16.0,6.0,5.0,0.0
57629,2014,44.0,White,Female,16.0,2.0,6.0,1.0
57631,2014,31.0,Black,Female,13.0,1.0,3.0,1.0
57632,2014,65.0,Black,Female,14.0,4.0,3.0,1.0
57634,2014,55.0,Black,Female,12.0,1.0,3.0,1.0
57635,2014,54.0,Other,Male,14.0,10.0,6.0,1.0
57637,2014,53.0,Black,Female,16.0,1.0,0.0,1.0
57642,2014,72.0,White,Female,20.0,3.0,2.0,1.0
57643,2014,70.0,White,Male,12.0,1.0,2.0,1.0
57645,2014,54.0,White,Female,16.0,1.0,4.0,1.0
57646,2014,70.0,White,Female,13.0,8.0,6.0,1.0
57647,2014,47.0,Black,Male,12.0,4.0,0.0,1.0
57648,2014,47.0,White,Male,16.0,1.0,5.0,1.0
57649,2014,33.0,White,Male,14.0,7.0,2.0,1.0
57650,2014,47.0,Black,Male,13.0,1.0,2.0,1.0
57651,2014,40.0,White,Female,17.0,3.0,1.0,1.0
57652,2014,42.0,Black,Female,15.0,8.0,1.0,1.0
57654,2014,66.0,White,Male,15.0,2.0,6.0,1.0
57657,2014,18.0,White,Female,12.0,2.0,4.0,1.0
57658,2014,58.0,White,Female,13.0,1.0,3.0,1.0
57659,2014,76.0,White,Female,14.0,4.0,3.0,1.0
57660,2014,66.0,Black,Male,16.0,3.0,0.0,1.0
57661,2014,62.0,White,Female,15.0,10.0,6.0,0.0
57664,2014,83.0,White,Female,20.0,1.0,0.0,1.0
57665,2014,66.0,White,Male,16.0,1.0,1.0,1.0
57667,2014,61.0,White,Female,12.0,8.0,5.0,1.0
57672,2014,57.0,White,Male,16.0,8.0,4.0,0.0
57673,2014,58.0,White,Male,15.0,1.0,4.0,1.0
57676,2014,29.0,Other,Male,16.0,6.0,1.0,1.0
57677,2014,36.0,White,Male,16.0,1.0,0.0,1.0
57679,2014,43.0,White,Female,16.0,3.0,6.0,1.0
57680,2014,26.0,White,Male,12.0,3.0,4.0,1.0
57682,2014,71.0,White,Female,12.0,1.0,6.0,1.0
57683,2014,67.0,White,Male,17.0,2.0,5.0,1.0
57684,2014,31.0,Other,Female,16.0,4.0,3.0,1.0
57685,2014,40.0,Other,Male,16.0,4.0,3.0,1.0
57687,2014,70.0,White,Female,12.0,4.0,1.0,1.0
57691,2014,62.0,White,Female,14.0,2.0,5.0,1.0
57692,2014,21.0,White,Female,14.0,1.0,0.0,1.0
57693,2014,41.0,White,Male,13.0,1.0,0.0,1.0
57696,2014,76.0,Black,Female,10.0,5.0,0.0,1.0
57697,2014,30.0,White,Male,13.0,4.0,6.0,1.0
57698,2014,55.0,Black,Female,13.0,6.0,0.0,1.0
57700,2014,26.0,Black,Female,14.0,1.0,2.0,1.0
57701,2014,49.0,Black,Female,11.0,4.0,0.0,1.0
57704,2014,50.0,White,Female,13.0,6.0,1.0,1.0
57706,2014,76.0,White,Female,10.0,5.0,6.0,1.0
57707,2014,53.0,White,Male,14.0,4.0,5.0,1.0
57708,2014,31.0,White,Female,13.0,1.0,6.0,1.0
57709,2014,37.0,Black,Female,17.0,3.0,2.0,1.0
57711,2014,40.0,White,Female,19.0,3.0,2.0,1.0
57712,2014,25.0,Black,Female,13.0,1.0,1.0,1.0
57715,2014,51.0,Other,Male,12.0,1.0,3.0,1.0
57717,2014,79.0,Black,Female,14.0,3.0,2.0,1.0
57719,2014,24.0,Black,Female,13.0,1.0,3.0,1.0
57721,2014,62.0,Black,Female,12.0,8.0,1.0,1.0
57722,2014,64.0,Black,Female,16.0,2.0,3.0,1.0
57725,2014,79.0,White,Male,11.0,2.0,3.0,1.0
57727,2014,27.0,Black,Female,12.0,5.0,1.0,1.0
57728,2014,36.0,White,Male,16.0,1.0,4.0,1.0
57730,2014,59.0,White,Female,12.0,4.0,3.0,1.0
57731,2014,63.0,White,Male,13.0,1.0,4.0,1.0
57732,2014,41.0,White,Male,12.0,3.0,5.0,1.0
57734,2014,36.0,Black,Female,18.0,1.0,0.0,1.0
57735,2014,40.0,White,Male,9.0,1.0,3.0,1.0
57737,2014,32.0,White,Female,13.0,2.0,0.0,1.0
57738,2014,47.0,White,Female,12.0,3.0,3.0,1.0
57742,2014,32.0,Other,Female,14.0,3.0,1.0,1.0
57745,2014,57.0,White,Male,12.0,1.0,1.0,1.0
57746,2014,60.0,White,Male,12.0,1.0,3.0,1.0
57748,2014,47.0,White,Female,20.0,6.0,5.0,1.0
57750,2014,67.0,White,Female,20.0,8.0,5.0,1.0
57751,2014,65.0,White,Male,18.0,1.0,1.0,1.0
57752,2014,61.0,White,Female,16.0,8.0,5.0,1.0
57755,2014,80.0,White,Male,14.0,8.0,6.0,1.0
57757,2014,33.0,White,Female,16.0,3.0,6.0,1.0
57759,2014,34.0,White,Female,16.0,1.0,3.0,1.0
57762,2014,39.0,Black,Male,20.0,6.0,0.0,1.0
57763,2014,70.0,Black,Female,12.0,6.0,0.0,1.0
57765,2014,40.0,Black,Female,14.0,3.0,1.0,1.0
57766,2014,48.0,White,Male,14.0,1.0,6.0,1.0
57768,2014,57.0,White,Male,12.0,1.0,2.0,1.0
57770,2014,53.0,White,Male,11.0,1.0,6.0,1.0
57771,2014,30.0,White,Female,15.0,1.0,5.0,1.0
57772,2014,64.0,White,Female,2.0,1.0,2.0,1.0
57774,2014,88.0,White,Female,12.0,1.0,5.0,1.0
57775,2014,61.0,Black,Male,16.0,8.0,0.0,1.0
57778,2014,27.0,White,Female,6.0,1.0,3.0,0.0
57779,2014,27.0,Black,Female,12.0,1.0,0.0,1.0
57780,2014,21.0,Black,Male,12.0,1.0,0.0,1.0
57783,2014,32.0,Black,Male,13.0,3.0,0.0,1.0
57784,2014,37.0,Other,Male,6.0,1.0,3.0,1.0
57785,2014,37.0,White,Male,15.0,1.0,1.0,1.0
57786,2014,40.0,White,Male,18.0,1.0,0.0,1.0
57788,2014,26.0,White,Female,12.0,1.0,1.0,1.0
57789,2014,71.0,White,Male,18.0,3.0,5.0,1.0
57790,2014,53.0,Black,Female,16.0,1.0,0.0,1.0
57792,2014,53.0,White,Male,16.0,1.0,5.0,1.0
57794,2014,58.0,Black,Female,20.0,4.0,0.0,1.0
57796,2014,52.0,White,Female,10.0,4.0,5.0,0.0
57797,2014,48.0,White,Female,12.0,3.0,6.0,1.0
57798,2014,62.0,White,Female,12.0,6.0,3.0,1.0
57799,2014,26.0,White,Female,12.0,4.0,5.0,1.0
57802,2014,38.0,Black,Female,18.0,5.0,0.0,1.0
57803,2014,52.0,Black,Female,8.0,9.0,0.0,1.0
57804,2014,28.0,Black,Female,12.0,8.0,6.0,1.0
57805,2014,73.0,Black,Female,19.0,4.0,1.0,1.0
57806,2014,29.0,White,Male,12.0,10.0,3.0,0.0
57807,2014,32.0,Black,Female,14.0,5.0,0.0,1.0
57809,2014,48.0,White,Female,20.0,3.0,4.0,1.0
57810,2014,53.0,White,Male,12.0,1.0,2.0,1.0
57811,2014,45.0,White,Male,11.0,4.0,3.0,0.0
57813,2014,32.0,White,Female,20.0,4.0,6.0,0.0
57814,2014,25.0,Black,Female,12.0,1.0,1.0,1.0
57815,2014,79.0,Black,Male,9.0,1.0,1.0,1.0
57816,2014,55.0,Black,Male,12.0,6.0,0.0,1.0
57818,2014,78.0,Black,Male,14.0,1.0,0.0,1.0
57819,2014,54.0,Black,Male,14.0,3.0,0.0,1.0
57820,2014,20.0,Black,Male,12.0,3.0,2.0,0.0
57821,2014,72.0,White,Female,8.0,1.0,6.0,1.0
57822,2014,50.0,White,Female,12.0,1.0,3.0,1.0
57823,2014,79.0,White,Male,12.0,4.0,0.0,0.0
57824,2014,89.0,White,Female,12.0,1.0,1.0,1.0
57825,2014,75.0,Other,Female,12.0,4.0,3.0,1.0
57826,2014,53.0,White,Female,12.0,1.0,3.0,1.0
57827,2014,47.0,White,Male,12.0,1.0,1.0,1.0
57828,2014,75.0,Black,Male,12.0,8.0,0.0,1.0
57829,2014,48.0,White,Female,12.0,4.0,1.0,1.0
57830,2014,63.0,Black,Female,16.0,7.0,1.0,1.0
57831,2014,43.0,White,Male,16.0,4.0,4.0,1.0
57833,2014,40.0,White,Male,20.0,1.0,1.0,1.0
57838,2014,24.0,Black,Female,13.0,1.0,1.0,1.0
57841,2014,18.0,Black,Female,13.0,3.0,1.0,1.0
57842,2014,33.0,White,Male,13.0,1.0,5.0,1.0
57843,2014,42.0,White,Male,12.0,3.0,5.0,1.0
57844,2014,35.0,Other,Male,3.0,5.0,3.0,0.0
57847,2014,40.0,White,Female,19.0,1.0,3.0,1.0
57849,2014,40.0,White,Female,12.0,5.0,1.0,0.0
57850,2014,35.0,White,Male,20.0,2.0,0.0,1.0
57851,2014,66.0,Black,Male,13.0,3.0,2.0,1.0
57853,2014,49.0,Black,Male,13.0,3.0,5.0,1.0
57855,2014,30.0,Black,Female,12.0,1.0,0.0,0.0
57857,2014,73.0,Black,Male,11.0,1.0,0.0,1.0
57858,2014,56.0,Black,Female,10.0,5.0,1.0,1.0
57859,2014,26.0,Black,Male,15.0,3.0,5.0,1.0
57860,2014,26.0,Black,Female,16.0,6.0,0.0,1.0
57861,2014,20.0,White,Male,12.0,1.0,3.0,1.0
57862,2014,51.0,White,Female,13.0,1.0,4.0,1.0
57864,2014,58.0,White,Female,12.0,4.0,1.0,1.0
57865,2014,86.0,White,Female,12.0,7.0,6.0,1.0
57868,2014,53.0,White,Male,19.0,4.0,6.0,1.0
57869,2014,37.0,White,Male,19.0,2.0,5.0,1.0
57871,2014,54.0,Other,Male,8.0,1.0,2.0,1.0
57873,2014,37.0,Black,Female,16.0,1.0,0.0,1.0
57874,2014,63.0,White,Male,12.0,4.0,6.0,1.0
57875,2014,22.0,White,Male,12.0,3.0,3.0,0.0
57877,2014,69.0,White,Male,14.0,1.0,4.0,1.0
57879,2014,56.0,White,Female,12.0,3.0,1.0,1.0
57880,2014,25.0,Black,Male,12.0,1.0,2.0,1.0
57881,2014,55.0,White,Female,12.0,1.0,0.0,1.0
57883,2014,73.0,White,Male,12.0,2.0,5.0,1.0
57884,2014,53.0,White,Female,11.0,1.0,0.0,1.0
57887,2014,52.0,White,Female,8.0,1.0,4.0,1.0
57888,2014,36.0,White,Female,14.0,1.0,2.0,1.0
57890,2014,31.0,White,Female,16.0,8.0,3.0,0.0
57891,2014,62.0,White,Male,12.0,2.0,3.0,1.0
57892,2014,58.0,White,Male,16.0,1.0,0.0,1.0
57893,2014,25.0,White,Male,12.0,1.0,3.0,1.0
57894,2014,23.0,Black,Female,13.0,1.0,0.0,1.0
57895,2014,20.0,Other,Male,11.0,1.0,3.0,1.0
57898,2014,73.0,White,Female,14.0,1.0,2.0,1.0
57900,2014,73.0,White,Female,16.0,2.0,0.0,1.0
57901,2014,44.0,White,Female,14.0,3.0,2.0,1.0
57902,2014,54.0,White,Male,16.0,1.0,2.0,1.0
57905,2014,67.0,White,Female,17.0,1.0,4.0,1.0
57906,2014,61.0,Other,Female,18.0,1.0,1.0,1.0
57907,2014,39.0,Other,Female,14.0,1.0,1.0,1.0
57908,2014,39.0,White,Female,16.0,4.0,0.0,1.0
57909,2014,35.0,White,Female,18.0,1.0,0.0,1.0
57911,2014,52.0,White,Male,12.0,1.0,4.0,1.0
57912,2014,28.0,White,Female,15.0,1.0,2.0,1.0
57913,2014,50.0,White,Male,6.0,3.0,3.0,1.0
57915,2014,89.0,White,Male,16.0,2.0,1.0,1.0
57917,2014,62.0,White,Female,6.0,6.0,2.0,1.0
57919,2014,59.0,Black,Female,12.0,6.0,0.0,1.0
57921,2014,29.0,White,Female,19.0,1.0,2.0,1.0
57923,2014,60.0,White,Female,19.0,1.0,0.0,1.0
57924,2014,29.0,White,Female,18.0,1.0,0.0,1.0
57931,2014,54.0,Other,Female,14.0,6.0,3.0,0.0
57932,2014,53.0,White,Male,15.0,3.0,3.0,1.0
57933,2014,52.0,White,Male,20.0,4.0,4.0,1.0
57935,2014,42.0,White,Male,16.0,1.0,6.0,1.0
57937,2014,38.0,Other,Female,10.0,9.0,3.0,0.0
57940,2014,56.0,Black,Female,16.0,6.0,3.0,1.0
57941,2014,34.0,White,Male,17.0,5.0,3.0,0.0
57942,2014,58.0,White,Female,11.0,1.0,3.0,1.0
57943,2014,23.0,White,Female,14.0,1.0,2.0,1.0
57946,2014,68.0,White,Male,7.0,1.0,0.0,1.0
57947,2014,71.0,White,Female,6.0,1.0,1.0,1.0
57949,2014,71.0,White,Female,8.0,4.0,3.0,1.0
57950,2014,30.0,White,Female,16.0,8.0,6.0,0.0
57952,2014,28.0,White,Female,14.0,4.0,5.0,1.0
57953,2014,60.0,White,Male,20.0,8.0,5.0,1.0
57954,2014,37.0,White,Male,12.0,1.0,5.0,1.0
57960,2014,43.0,Black,Female,16.0,1.0,1.0,1.0
57963,2014,26.0,White,Female,13.0,1.0,3.0,1.0
57966,2014,34.0,Black,Male,12.0,1.0,3.0,1.0
57967,2014,38.0,White,Female,17.0,5.0,1.0,1.0
57968,2014,59.0,White,Female,13.0,1.0,6.0,1.0
57969,2014,28.0,Other,Male,12.0,1.0,3.0,1.0
57970,2014,32.0,Other,Female,14.0,1.0,3.0,1.0
57972,2014,65.0,Other,Female,13.0,4.0,1.0,1.0
57973,2014,27.0,Other,Male,8.0,1.0,1.0,1.0
57974,2014,51.0,Other,Female,19.0,8.0,0.0,1.0
57975,2014,44.0,Other,Female,8.0,4.0,3.0,1.0
57976,2014,44.0,Other,Male,12.0,2.0,1.0,0.0
57977,2014,22.0,Black,Male,0.0,1.0,3.0,1.0
57982,2014,53.0,White,Male,16.0,1.0,6.0,1.0
57986,2014,60.0,White,Male,12.0,1.0,4.0,1.0
57987,2014,54.0,Other,Female,8.0,3.0,6.0,1.0
57988,2014,38.0,White,Female,16.0,4.0,0.0,1.0
57992,2014,59.0,White,Male,12.0,3.0,0.0,1.0
57994,2014,37.0,White,Male,14.0,2.0,5.0,1.0
57996,2014,32.0,White,Male,16.0,1.0,3.0,1.0
57997,2014,63.0,White,Male,13.0,3.0,1.0,1.0
57999,2014,27.0,White,Female,11.0,1.0,3.0,1.0
58000,2014,62.0,White,Female,15.0,5.0,3.0,0.0
58001,2014,22.0,White,Female,14.0,1.0,1.0,1.0
58002,2014,24.0,White,Male,12.0,2.0,1.0,1.0
58004,2014,51.0,White,Female,16.0,3.0,3.0,1.0
58011,2014,41.0,White,Male,14.0,1.0,4.0,1.0
58012,2014,71.0,White,Female,18.0,2.0,1.0,1.0
58014,2014,40.0,White,Male,18.0,1.0,1.0,1.0
58015,2014,44.0,White,Female,14.0,8.0,5.0,1.0
58019,2014,53.0,White,Male,16.0,8.0,0.0,1.0
58021,2014,60.0,White,Male,16.0,4.0,5.0,1.0
58022,2014,29.0,White,Female,12.0,5.0,6.0,1.0
58023,2014,30.0,White,Male,16.0,2.0,0.0,1.0
58025,2014,40.0,Other,Male,12.0,1.0,3.0,1.0
58026,2014,29.0,White,Male,16.0,3.0,2.0,1.0
58027,2014,70.0,White,Female,16.0,1.0,2.0,1.0
58028,2014,27.0,White,Female,5.0,1.0,2.0,1.0
58029,2014,78.0,White,Female,16.0,8.0,5.0,1.0
58030,2014,48.0,White,Female,18.0,3.0,5.0,1.0
58031,2014,64.0,White,Male,16.0,1.0,4.0,1.0
58032,2014,49.0,White,Female,16.0,4.0,5.0,1.0
58033,2014,83.0,White,Female,14.0,4.0,3.0,1.0
58034,2014,62.0,White,Female,15.0,1.0,2.0,1.0
58037,2014,18.0,White,Male,12.0,6.0,4.0,1.0
58038,2014,77.0,White,Male,19.0,1.0,3.0,1.0
58040,2014,62.0,White,Male,16.0,1.0,4.0,1.0
58041,2014,56.0,White,Female,14.0,1.0,2.0,1.0
58042,2014,50.0,White,Female,12.0,3.0,2.0,1.0
58043,2014,23.0,White,Female,16.0,5.0,2.0,1.0
58046,2014,49.0,White,Male,14.0,1.0,6.0,1.0
58047,2014,85.0,White,Male,11.0,4.0,0.0,1.0
58049,2014,63.0,White,Male,11.0,1.0,2.0,1.0
58050,2014,39.0,White,Female,16.0,1.0,6.0,0.0
58051,2014,89.0,White,Female,13.0,1.0,5.0,1.0
58053,2014,72.0,White,Male,15.0,3.0,4.0,1.0
58054,2014,42.0,White,Male,13.0,1.0,2.0,1.0
58055,2014,89.0,White,Female,12.0,3.0,3.0,1.0
58057,2014,84.0,White,Female,13.0,4.0,0.0,1.0
58058,2014,75.0,White,Female,12.0,6.0,4.0,1.0
58059,2014,75.0,Black,Male,9.0,1.0,1.0,1.0
58063,2014,23.0,Black,Female,13.0,1.0,1.0,1.0
58064,2014,21.0,White,Male,12.0,1.0,4.0,1.0
58066,2014,29.0,Black,Male,15.0,1.0,0.0,1.0
58069,2014,33.0,White,Female,16.0,1.0,3.0,1.0
58070,2014,72.0,White,Female,11.0,2.0,3.0,1.0
58072,2014,36.0,White,Male,12.0,1.0,1.0,1.0
58073,2014,29.0,White,Female,12.0,4.0,4.0,1.0
58075,2014,53.0,Other,Male,11.0,1.0,4.0,1.0
58079,2014,51.0,Black,Female,14.0,8.0,0.0,1.0
58080,2014,66.0,Black,Female,20.0,6.0,0.0,1.0
58083,2014,50.0,White,Female,13.0,1.0,3.0,1.0
58086,2014,73.0,White,Male,12.0,1.0,0.0,1.0
58087,2014,41.0,White,Male,11.0,1.0,0.0,1.0
58090,2014,59.0,White,Female,12.0,4.0,0.0,1.0
58092,2014,34.0,Other,Female,0.0,3.0,1.0,1.0
58093,2014,47.0,White,Male,18.0,1.0,3.0,1.0
58095,2014,67.0,White,Female,12.0,4.0,5.0,1.0
58099,2014,60.0,White,Male,12.0,1.0,0.0,1.0
58102,2014,57.0,White,Female,13.0,1.0,0.0,1.0
58103,2014,66.0,White,Female,12.0,1.0,1.0,1.0
58108,2014,26.0,Black,Male,16.0,3.0,3.0,1.0
58109,2014,67.0,White,Male,18.0,1.0,6.0,1.0
58110,2014,81.0,White,Male,13.0,1.0,4.0,0.0
58112,2014,78.0,White,Female,16.0,1.0,2.0,1.0
58113,2014,77.0,White,Male,17.0,1.0,4.0,1.0
58115,2014,62.0,Other,Male,18.0,1.0,0.0,1.0
58116,2014,83.0,White,Female,18.0,4.0,4.0,1.0
58117,2014,41.0,White,Female,18.0,5.0,4.0,1.0
58118,2014,44.0,White,Male,17.0,1.0,2.0,1.0
58121,2014,26.0,White,Male,13.0,1.0,2.0,1.0
58124,2014,72.0,Black,Female,16.0,6.0,0.0,1.0
58125,2014,68.0,Black,Male,12.0,4.0,0.0,1.0
58127,2014,59.0,Other,Male,6.0,1.0,3.0,1.0
58128,2014,77.0,Black,Female,12.0,1.0,0.0,1.0
58129,2014,59.0,Black,Female,14.0,3.0,0.0,1.0
58132,2014,42.0,White,Female,16.0,6.0,2.0,1.0
58133,2014,75.0,White,Male,19.0,3.0,6.0,1.0
58134,2014,66.0,Black,Male,15.0,4.0,6.0,1.0
58136,2014,34.0,Other,Female,11.0,1.0,3.0,1.0
58137,2014,25.0,White,Female,15.0,1.0,0.0,1.0
58138,2014,78.0,Black,Female,17.0,1.0,0.0,1.0
58140,2014,73.0,White,Female,16.0,9.0,0.0,1.0
58143,2014,31.0,White,Male,12.0,1.0,3.0,1.0
58144,2014,58.0,White,Male,13.0,1.0,6.0,1.0
58146,2014,62.0,White,Male,12.0,2.0,3.0,1.0
58148,2014,59.0,Black,Female,14.0,8.0,0.0,1.0
58149,2014,21.0,Other,Female,12.0,1.0,3.0,1.0
58150,2014,45.0,White,Female,12.0,1.0,3.0,1.0
58152,2014,76.0,White,Female,5.0,1.0,6.0,1.0
58153,2014,21.0,Black,Male,12.0,1.0,2.0,1.0
58154,2014,42.0,White,Female,14.0,2.0,1.0,1.0
58156,2014,42.0,White,Female,16.0,8.0,3.0,0.0
58159,2014,65.0,White,Male,12.0,5.0,2.0,1.0
58160,2014,36.0,Other,Male,15.0,3.0,3.0,1.0
58162,2014,64.0,White,Male,16.0,1.0,0.0,1.0
58163,2014,33.0,White,Female,15.0,4.0,5.0,1.0
58164,2014,30.0,White,Female,16.0,1.0,4.0,1.0
58165,2014,50.0,White,Female,14.0,1.0,6.0,1.0
58166,2014,89.0,White,Female,16.0,1.0,2.0,1.0
58168,2014,60.0,White,Male,16.0,1.0,6.0,1.0
58169,2014,52.0,White,Male,13.0,1.0,4.0,1.0
58172,2014,21.0,Other,Female,14.0,2.0,3.0,1.0
58173,2014,32.0,White,Female,14.0,3.0,3.0,1.0
58174,2014,78.0,White,Male,12.0,8.0,1.0,1.0
58175,2014,41.0,White,Male,14.0,1.0,2.0,1.0
58176,2014,59.0,White,Female,16.0,2.0,0.0,1.0
58177,2014,32.0,White,Male,14.0,1.0,6.0,1.0
58179,2014,27.0,Other,Female,14.0,1.0,2.0,1.0
58180,2014,38.0,Other,Male,14.0,9.0,6.0,0.0
58182,2014,34.0,Other,Male,16.0,1.0,1.0,1.0
58185,2014,39.0,White,Female,18.0,1.0,1.0,1.0
58186,2014,19.0,Other,Female,13.0,1.0,4.0,1.0
58188,2014,39.0,White,Female,18.0,8.0,5.0,0.0
58190,2014,39.0,White,Female,18.0,1.0,4.0,1.0
58192,2014,71.0,White,Male,16.0,8.0,6.0,1.0
58194,2014,64.0,White,Male,14.0,1.0,2.0,1.0
58197,2014,80.0,White,Male,12.0,1.0,1.0,1.0
58199,2014,43.0,Black,Female,16.0,5.0,0.0,1.0
58200,2014,38.0,Black,Female,11.0,3.0,3.0,1.0
58201,2014,23.0,White,Female,10.0,3.0,0.0,1.0
58202,2014,71.0,White,Male,13.0,1.0,2.0,1.0
58203,2014,31.0,Black,Female,15.0,4.0,1.0,1.0
58205,2014,38.0,White,Male,14.0,4.0,1.0,1.0
58206,2014,49.0,White,Female,13.0,1.0,5.0,1.0
58207,2014,50.0,White,Female,12.0,1.0,1.0,1.0
58210,2014,50.0,White,Male,16.0,3.0,6.0,1.0
58211,2014,47.0,White,Female,19.0,1.0,1.0,1.0
58214,2014,89.0,White,Male,14.0,1.0,0.0,1.0
58215,2014,34.0,White,Female,13.0,3.0,1.0,1.0
58216,2014,50.0,Black,Female,12.0,1.0,5.0,1.0
58217,2014,33.0,White,Female,10.0,1.0,3.0,1.0
58218,2014,39.0,White,Female,16.0,2.0,3.0,1.0
58219,2014,56.0,Black,Male,16.0,8.0,2.0,1.0
58221,2014,55.0,White,Male,12.0,8.0,2.0,1.0
58226,2014,20.0,Other,Male,14.0,1.0,4.0,1.0
58228,2014,27.0,Black,Female,14.0,4.0,0.0,1.0
58229,2014,42.0,Black,Female,11.0,4.0,0.0,1.0
58230,2014,48.0,White,Male,10.0,4.0,1.0,1.0
58232,2014,37.0,Black,Female,16.0,1.0,0.0,1.0
58234,2014,30.0,Black,Female,14.0,2.0,1.0,1.0
58239,2014,25.0,White,Male,13.0,3.0,2.0,0.0
58240,2014,49.0,White,Female,12.0,5.0,6.0,1.0
58241,2014,36.0,White,Female,12.0,8.0,6.0,1.0
58242,2014,49.0,White,Male,14.0,2.0,0.0,1.0
58243,2014,57.0,White,Female,12.0,1.0,5.0,1.0
58244,2014,26.0,White,Male,15.0,1.0,2.0,1.0
58245,2014,20.0,White,Female,11.0,1.0,0.0,0.0
58246,2014,42.0,White,Female,14.0,1.0,6.0,0.0
58248,2014,63.0,White,Male,12.0,1.0,3.0,0.0
58249,2014,51.0,White,Male,10.0,4.0,2.0,1.0
58250,2014,50.0,White,Male,14.0,1.0,3.0,1.0
58251,2014,51.0,White,Female,12.0,4.0,3.0,1.0
58252,2014,67.0,White,Female,12.0,6.0,1.0,1.0
58254,2014,30.0,White,Male,18.0,3.0,2.0,1.0
58255,2014,27.0,White,Male,10.0,3.0,4.0,1.0
58257,2014,19.0,White,Female,11.0,1.0,3.0,1.0
58258,2014,67.0,White,Female,12.0,1.0,2.0,1.0
58260,2014,31.0,White,Female,20.0,1.0,4.0,1.0
58261,2014,39.0,Black,Female,13.0,8.0,2.0,1.0
58264,2014,51.0,Black,Male,11.0,3.0,0.0,1.0
58265,2014,72.0,Black,Female,11.0,1.0,3.0,1.0
58266,2014,41.0,White,Female,12.0,3.0,3.0,1.0
58267,2014,52.0,White,Male,12.0,1.0,1.0,1.0
58270,2014,25.0,White,Female,14.0,3.0,4.0,1.0
58271,2014,39.0,White,Female,14.0,1.0,1.0,1.0
